,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,type,id,uri,track_href,analysis_url,duration_ms,time_signature
276,0.202,0.644,11,-5.212,1,0.0324,0.0979,0.0,0.109,0.252,85.04,audio_features,57ebBLITHpRgRKGrlbxMZS,spotify:track:57ebBLITHpRgRKGrlbxMZS,https://api.spotify.com/v1/tracks/57ebBLITHpRgRKGrlbxMZS,https://api.spotify.com/v1/audio-analysis/57ebBLITHpRgRKGrlbxMZS,267080,5
277,0.405,0.21,2,-13.214,1,0.0279,0.584,0.0,0.139,0.174,100.577,audio_features,2w4EpqGasrz9qdTwocx54t,spotify:track:2w4EpqGasrz9qdTwocx54t,https://api.spotify.com/v1/tracks/2w4EpqGasrz9qdTwocx54t,https://api.spotify.com/v1/audio-analysis/2w4EpqGasrz9qdTwocx54t,202173,3
278,0.451,0.962,0,-3.947,1,0.0734,0.0188,3.17e-06,0.277,0.377,131.435,audio_features,4ECNtOnqzxutZkXP4TE3n3,spotify:track:4ECNtOnqzxutZkXP4TE3n3,https://api.spotify.com/v1/tracks/4ECNtOnqzxutZkXP4TE3n3,https://api.spotify.com/v1/audio-analysis/4ECNtOnqzxutZkXP4TE3n3,323707,4
279,0.529,0.932,7,-7.501,1,0.0488,0.00251,0.00109,0.136,0.571,138.158,audio_features,71SvEDmsOwIWw1IozsZoMA,spotify:track:71SvEDmsOwIWw1IozsZoMA,https://api.spotify.com/v1/tracks/71SvEDmsOwIWw1IozsZoMA,https://api.spotify.com/v1/audio-analysis/71SvEDmsOwIWw1IozsZoMA,201693,4
280,0.5,0.748,4,-9.072,1,0.0363,0.127,0.0,0.447,0.514,118.852,audio_features,4bHsxqR3GMrXTxEPLuK5ue,spotify:track:4bHsxqR3GMrXTxEPLuK5ue,https://api.spotify.com/v1/tracks/4bHsxqR3GMrXTxEPLuK5ue,https://api.spotify.com/v1/audio-analysis/4bHsxqR3GMrXTxEPLuK5ue,250987,4
281,0.545,0.818,9,-6.38,1,0.0541,0.0369,0.0,0.101,0.679,109.019,audio_features,69DR48pXzSabFUfQfDDJDb,spotify:track:69DR48pXzSabFUfQfDDJDb,https://api.spotify.com/v1/tracks/69DR48pXzSabFUfQfDDJDb,https://api.spotify.com/v1/audio-analysis/69DR48pXzSabFUfQfDDJDb,225067,3
282,0.69,0.781,5,-5.101,0,0.0305,0.0873,2.28e-06,0.164,0.841,130.02,audio_features,2Fk0WwAqTBesLtKg97nojy,spotify:track:2Fk0WwAqTBesLtKg97nojy,https://api.spotify.com/v1/tracks/2Fk0WwAqTBesLtKg97nojy,https://api.spotify.com/v1/audio-analysis/2Fk0WwAqTBesLtKg97nojy,190733,4
283,0.711,0.774,7,-4.068,1,0.0308,0.0317,0.0,0.124,0.939,111.016,audio_features,7idmHTAQQPUFqdjXkoooXD,spotify:track:7idmHTAQQPUFqdjXkoooXD,https://api.spotify.com/v1/tracks/7idmHTAQQPUFqdjXkoooXD,https://api.spotify.com/v1/audio-analysis/7idmHTAQQPUFqdjXkoooXD,209733,4
284,0.575,0.842,7,-5.058,1,0.0348,0.00683,0.0,0.279,0.665,111.995,audio_features,11kskoMyNDumaR30CI6rRv,spotify:track:11kskoMyNDumaR30CI6rRv,https://api.spotify.com/v1/tracks/11kskoMyNDumaR30CI6rRv,https://api.spotify.com/v1/audio-analysis/11kskoMyNDumaR30CI6rRv,183027,4
285,0.359,0.706,5,-6.151,1,0.0309,0.000602,0.0,0.285,0.479,174.079,audio_features,4oR2cCQGs0Yt0Mgr2diV6V,spotify:track:4oR2cCQGs0Yt0Mgr2diV6V,https://api.spotify.com/v1/tracks/4oR2cCQGs0Yt0Mgr2diV6V,https://api.spotify.com/v1/audio-analysis/4oR2cCQGs0Yt0Mgr2diV6V,171333,4
286,0.661,0.75,7,-5.497,1,0.0314,0.0303,0.000132,0.0849,0.828,130.077,audio_features,30MM5jWpUmOxtTNd9Ey5LZ,spotify:track:30MM5jWpUmOxtTNd9Ey5LZ,https://api.spotify.com/v1/tracks/30MM5jWpUmOxtTNd9Ey5LZ,https://api.spotify.com/v1/audio-analysis/30MM5jWpUmOxtTNd9Ey5LZ,157080,4
287,0.333,0.412,3,-8.633,1,0.029,0.0977,0.0,0.113,0.474,85.028,audio_features,0OWZFobGSIW9GrSlQ9C5pc,spotify:track:0OWZFobGSIW9GrSlQ9C5pc,https://api.spotify.com/v1/tracks/0OWZFobGSIW9GrSlQ9C5pc,https://api.spotify.com/v1/audio-analysis/0OWZFobGSIW9GrSlQ9C5pc,205453,4
288,0.739,0.85,2,-3.966,1,0.0308,0.0272,0.0,0.181,0.883,113.0,audio_features,2KqJC0koTBUyDlsMt5ok1V,spotify:track:2KqJC0koTBUyDlsMt5ok1V,https://api.spotify.com/v1/tracks/2KqJC0koTBUyDlsMt5ok1V,https://api.spotify.com/v1/audio-analysis/2KqJC0koTBUyDlsMt5ok1V,168960,4
289,0.527,0.598,1,-4.257,1,0.0283,0.063,0.000153,0.0913,0.23,66.041,audio_features,5vZoQQ1hH5L2s4Y8G86ksg,spotify:track:5vZoQQ1hH5L2s4Y8G86ksg,https://api.spotify.com/v1/tracks/5vZoQQ1hH5L2s4Y8G86ksg,https://api.spotify.com/v1/audio-analysis/5vZoQQ1hH5L2s4Y8G86ksg,200427,3
290,0.595,0.389,2,-9.245,1,0.0349,0.418,1.39e-06,0.116,0.4,166.052,audio_features,5kNe7PE09d6Kvw5pAsx23n,spotify:track:5kNe7PE09d6Kvw5pAsx23n,https://api.spotify.com/v1/tracks/5kNe7PE09d6Kvw5pAsx23n,https://api.spotify.com/v1/audio-analysis/5kNe7PE09d6Kvw5pAsx23n,227427,4
291,0.558,0.872,9,-4.401,1,0.0449,0.178,0.0,0.173,0.472,143.971,audio_features,3kv6omImmKEfOVJWjstusF,spotify:track:3kv6omImmKEfOVJWjstusF,https://api.spotify.com/v1/tracks/3kv6omImmKEfOVJWjstusF,https://api.spotify.com/v1/audio-analysis/3kv6omImmKEfOVJWjstusF,213547,4
292,0.597,0.86,1,-2.315,1,0.0461,0.196,0.0,0.087,0.818,172.064,audio_features,5g15o2Sm55Hn9ShK5yEXgp,spotify:track:5g15o2Sm55Hn9ShK5yEXgp,https://api.spotify.com/v1/tracks/5g15o2Sm55Hn9ShK5yEXgp,https://api.spotify.com/v1/audio-analysis/5g15o2Sm55Hn9ShK5yEXgp,190587,4
293,0.622,0.932,11,-4.66,0,0.0498,0.105,2.37e-06,0.328,0.519,108.051,audio_features,1YhFtqwcN138S6ng3MT1nN,spotify:track:1YhFtqwcN138S6ng3MT1nN,https://api.spotify.com/v1/tracks/1YhFtqwcN138S6ng3MT1nN,https://api.spotify.com/v1/audio-analysis/1YhFtqwcN138S6ng3MT1nN,176160,4
294,0.641,0.842,9,-4.872,1,0.0464,0.0969,0.0,0.169,0.738,89.997,audio_features,1Y3TlYJNhIa7k4YAvFkJAB,spotify:track:1Y3TlYJNhIa7k4YAvFkJAB,https://api.spotify.com/v1/tracks/1Y3TlYJNhIa7k4YAvFkJAB,https://api.spotify.com/v1/audio-analysis/1Y3TlYJNhIa7k4YAvFkJAB,193427,4
295,0.616,0.728,9,-4.02,0,0.0278,0.0275,0.0,0.228,0.375,111.934,audio_features,7c1KTn1z8Gw8ouYdcF4qaG,spotify:track:7c1KTn1z8Gw8ouYdcF4qaG,https://api.spotify.com/v1/tracks/7c1KTn1z8Gw8ouYdcF4qaG,https://api.spotify.com/v1/audio-analysis/7c1KTn1z8Gw8ouYdcF4qaG,219973,4
296,0.728,0.682,2,-3.749,1,0.218,0.127,0.0,0.337,0.643,131.901,audio_features,2opQESZb7JsRKCvWMBPeuv,spotify:track:2opQESZb7JsRKCvWMBPeuv,https://api.spotify.com/v1/tracks/2opQESZb7JsRKCvWMBPeuv,https://api.spotify.com/v1/audio-analysis/2opQESZb7JsRKCvWMBPeuv,200067,4
297,0.571,0.937,5,-3.467,0,0.0365,0.0064,0.0,0.316,0.584,115.013,audio_features,3loYYWdPlLiUCq1jiSPfT6,spotify:track:3loYYWdPlLiUCq1jiSPfT6,https://api.spotify.com/v1/tracks/3loYYWdPlLiUCq1jiSPfT6,https://api.spotify.com/v1/audio-analysis/3loYYWdPlLiUCq1jiSPfT6,203133,4
298,0.661,0.751,7,-2.909,1,0.0481,0.0571,0.0,0.105,0.875,109.995,audio_features,5HGibWoxnkYSkl6mHmAlOE,spotify:track:5HGibWoxnkYSkl6mHmAlOE,https://api.spotify.com/v1/tracks/5HGibWoxnkYSkl6mHmAlOE,https://api.spotify.com/v1/audio-analysis/5HGibWoxnkYSkl6mHmAlOE,190187,4
299,0.506,0.886,11,-3.225,1,0.0655,0.0916,0.0,0.0734,0.595,143.935,audio_features,03fT3OHB9KyMtGMt2zwqCT,spotify:track:03fT3OHB9KyMtGMt2zwqCT,https://api.spotify.com/v1/tracks/03fT3OHB9KyMtGMt2zwqCT,https://api.spotify.com/v1/audio-analysis/03fT3OHB9KyMtGMt2zwqCT,226867,4
300,0.645,0.904,2,-4.532,1,0.0462,0.0293,0.0,0.0834,0.671,105.97,audio_features,0JbSghVDghtFEurrSO8JrC,spotify:track:0JbSghVDghtFEurrSO8JrC,https://api.spotify.com/v1/tracks/0JbSghVDghtFEurrSO8JrC,https://api.spotify.com/v1/audio-analysis/0JbSghVDghtFEurrSO8JrC,225560,4
301,0.471,0.912,5,-3.032,1,0.0724,0.032,0.0,0.343,0.613,139.667,audio_features,2gJj6WtAxXjApMs3PXsCeX,spotify:track:2gJj6WtAxXjApMs3PXsCeX,https://api.spotify.com/v1/tracks/2gJj6WtAxXjApMs3PXsCeX,https://api.spotify.com/v1/audio-analysis/2gJj6WtAxXjApMs3PXsCeX,190780,4
302,0.616,0.15,5,-13.517,1,0.119,0.831,0.0,0.203,0.345,126.462,audio_features,6WuVLG5DRHKKuJ6deCw28p,spotify:track:6WuVLG5DRHKKuJ6deCw28p,https://api.spotify.com/v1/tracks/6WuVLG5DRHKKuJ6deCw28p,https://api.spotify.com/v1/audio-analysis/6WuVLG5DRHKKuJ6deCw28p,174673,4
303,0.5,0.485,0,-7.94,1,0.0422,0.633,1.26e-06,0.107,0.379,109.755,audio_features,6k07Z7rd9og1FvRJD2n9E8,spotify:track:6k07Z7rd9og1FvRJD2n9E8,https://api.spotify.com/v1/tracks/6k07Z7rd9og1FvRJD2n9E8,https://api.spotify.com/v1/audio-analysis/6k07Z7rd9og1FvRJD2n9E8,207453,4
304,0.434,0.215,10,-8.478,1,0.0417,0.82,0.0,0.456,0.187,118.152,audio_features,53zCCom4uEoIBaOAEJtjUL,spotify:track:53zCCom4uEoIBaOAEJtjUL,https://api.spotify.com/v1/tracks/53zCCom4uEoIBaOAEJtjUL,https://api.spotify.com/v1/audio-analysis/53zCCom4uEoIBaOAEJtjUL,211316,4
305,0.544,0.573,8,-5.694,1,0.0356,0.0958,0.0,0.104,0.233,122.977,audio_features,0OWhKvvsHptt6vnnNUSM9a,spotify:track:0OWhKvvsHptt6vnnNUSM9a,https://api.spotify.com/v1/tracks/0OWhKvvsHptt6vnnNUSM9a,https://api.spotify.com/v1/audio-analysis/0OWhKvvsHptt6vnnNUSM9a,211739,4
306,0.508,0.296,3,-10.513,1,0.0755,0.897,5e-05,0.11,0.134,82.532,audio_features,5jfhLCSIFUO4ndzNRh4w4G,spotify:track:5jfhLCSIFUO4ndzNRh4w4G,https://api.spotify.com/v1/tracks/5jfhLCSIFUO4ndzNRh4w4G,https://api.spotify.com/v1/audio-analysis/5jfhLCSIFUO4ndzNRh4w4G,268856,4
307,0.505,0.27,9,-9.165,0,0.0333,0.593,0.0,0.133,0.557,98.721,audio_features,1SjsVdSXpwm1kTdYEHoPIT,spotify:track:1SjsVdSXpwm1kTdYEHoPIT,https://api.spotify.com/v1/tracks/1SjsVdSXpwm1kTdYEHoPIT,https://api.spotify.com/v1/audio-analysis/1SjsVdSXpwm1kTdYEHoPIT,163032,4
308,0.447,0.441,0,-7.658,1,0.0456,0.874,4.36e-05,0.188,0.286,122.811,audio_features,42TtHTxWk782ZBiqyOi2d1,spotify:track:42TtHTxWk782ZBiqyOi2d1,https://api.spotify.com/v1/tracks/42TtHTxWk782ZBiqyOi2d1,https://api.spotify.com/v1/audio-analysis/42TtHTxWk782ZBiqyOi2d1,290892,4
309,0.68,0.246,4,-14.112,1,0.058,0.783,0.0,0.106,0.388,110.23,audio_features,2Dct3GykKZ58hpWRFfe2Qd,spotify:track:2Dct3GykKZ58hpWRFfe2Qd,https://api.spotify.com/v1/tracks/2Dct3GykKZ58hpWRFfe2Qd,https://api.spotify.com/v1/audio-analysis/2Dct3GykKZ58hpWRFfe2Qd,171693,4
310,0.369,0.192,4,-12.151,0,0.04,0.555,8.35e-06,0.0954,0.148,175.212,audio_features,3WMj8moIAXJhHsyLaqIIHI,spotify:track:3WMj8moIAXJhHsyLaqIIHI,https://api.spotify.com/v1/tracks/3WMj8moIAXJhHsyLaqIIHI,https://api.spotify.com/v1/audio-analysis/3WMj8moIAXJhHsyLaqIIHI,228013,3
311,0.453,0.411,1,-7.539,1,0.0276,0.235,0.00021,0.101,0.28,75.752,audio_features,4BaAxwS4VoeCYk9TuXQs7f,spotify:track:4BaAxwS4VoeCYk9TuXQs7f,https://api.spotify.com/v1/tracks/4BaAxwS4VoeCYk9TuXQs7f,https://api.spotify.com/v1/audio-analysis/4BaAxwS4VoeCYk9TuXQs7f,228653,4
312,0.721,0.585,1,-4.184,1,0.0276,0.0143,2.42e-06,0.0682,0.355,99.0,audio_features,5mhW03yGpDpkYHs9aZaxSE,spotify:track:5mhW03yGpDpkYHs9aZaxSE,https://api.spotify.com/v1/tracks/5mhW03yGpDpkYHs9aZaxSE,https://api.spotify.com/v1/audio-analysis/5mhW03yGpDpkYHs9aZaxSE,155653,4
313,0.553,0.619,3,-7.101,1,0.0308,0.479,0.0,0.123,0.376,183.908,audio_features,65UCejW01DAovmluVYHWAt,spotify:track:65UCejW01DAovmluVYHWAt,https://api.spotify.com/v1/tracks/65UCejW01DAovmluVYHWAt,https://api.spotify.com/v1/audio-analysis/65UCejW01DAovmluVYHWAt,223827,4
314,0.516,0.867,1,-3.139,1,0.0328,0.0237,0.0,0.106,0.615,166.031,audio_features,3lfD1JorNGR1gIkDgFc9Dc,spotify:track:3lfD1JorNGR1gIkDgFc9Dc,https://api.spotify.com/v1/tracks/3lfD1JorNGR1gIkDgFc9Dc,https://api.spotify.com/v1/audio-analysis/3lfD1JorNGR1gIkDgFc9Dc,166301,4
315,0.712,0.807,6,-3.976,1,0.0297,0.0244,0.000122,0.0905,0.936,105.024,audio_features,2kR18wsL3gvXRXdNE4dCGc,spotify:track:2kR18wsL3gvXRXdNE4dCGc,https://api.spotify.com/v1/tracks/2kR18wsL3gvXRXdNE4dCGc,https://api.spotify.com/v1/audio-analysis/2kR18wsL3gvXRXdNE4dCGc,205000,4
316,0.686,0.576,1,-6.633,1,0.0284,0.443,1.66e-05,0.212,0.72,83.969,audio_features,33kKQSeqM2ecEcKF0LNSRT,spotify:track:33kKQSeqM2ecEcKF0LNSRT,https://api.spotify.com/v1/tracks/33kKQSeqM2ecEcKF0LNSRT,https://api.spotify.com/v1/audio-analysis/33kKQSeqM2ecEcKF0LNSRT,208213,4
317,0.667,0.381,3,-7.494,1,0.0294,0.455,0.0,0.116,0.199,135.975,audio_features,3U8dHeggJ8IBe0UCb1gbyB,spotify:track:3U8dHeggJ8IBe0UCb1gbyB,https://api.spotify.com/v1/tracks/3U8dHeggJ8IBe0UCb1gbyB,https://api.spotify.com/v1/audio-analysis/3U8dHeggJ8IBe0UCb1gbyB,273893,4
318,0.801,0.759,11,-5.398,1,0.0378,0.657,0.0,0.0897,0.821,129.971,audio_features,4S518ci8UY4op0Xyp6Hx6o,spotify:track:4S518ci8UY4op0Xyp6Hx6o,https://api.spotify.com/v1/tracks/4S518ci8UY4op0Xyp6Hx6o,https://api.spotify.com/v1/audio-analysis/4S518ci8UY4op0Xyp6Hx6o,262773,4
319,0.715,0.584,8,-8.231,1,0.0296,0.432,1.41e-06,0.095,0.609,90.99,audio_features,60IGhnH20N82dNxKnc8jDd,spotify:track:60IGhnH20N82dNxKnc8jDd,https://api.spotify.com/v1/tracks/60IGhnH20N82dNxKnc8jDd,https://api.spotify.com/v1/audio-analysis/60IGhnH20N82dNxKnc8jDd,203173,4
320,0.566,0.713,6,-4.25,1,0.0418,0.645,0.0,0.114,0.805,169.861,audio_features,0LQtEJt7x0s6knb6RKdRYc,spotify:track:0LQtEJt7x0s6knb6RKdRYc,https://api.spotify.com/v1/tracks/0LQtEJt7x0s6knb6RKdRYc,https://api.spotify.com/v1/audio-analysis/0LQtEJt7x0s6knb6RKdRYc,238147,4
321,0.437,0.902,0,-4.915,1,0.0372,0.0374,0.0,0.089,0.564,150.017,audio_features,5GqFHxvAVUmZPdAFj6THjD,spotify:track:5GqFHxvAVUmZPdAFj6THjD,https://api.spotify.com/v1/tracks/5GqFHxvAVUmZPdAFj6THjD,https://api.spotify.com/v1/audio-analysis/5GqFHxvAVUmZPdAFj6THjD,188255,4
322,0.503,0.643,9,-6.586,1,0.0304,0.523,1.23e-06,0.0661,0.345,148.11,audio_features,1rWoeYw0Vnnj8BLH6ECoiB,spotify:track:1rWoeYw0Vnnj8BLH6ECoiB,https://api.spotify.com/v1/tracks/1rWoeYw0Vnnj8BLH6ECoiB,https://api.spotify.com/v1/audio-analysis/1rWoeYw0Vnnj8BLH6ECoiB,207568,4
323,0.584,0.5,0,-8.167,1,0.0315,0.57,0.0,0.079,0.426,124.996,audio_features,4U8SkKuNOZrgTR1NC9WYaC,spotify:track:4U8SkKuNOZrgTR1NC9WYaC,https://api.spotify.com/v1/tracks/4U8SkKuNOZrgTR1NC9WYaC,https://api.spotify.com/v1/audio-analysis/4U8SkKuNOZrgTR1NC9WYaC,220800,4
324,0.556,0.59,10,-6.846,1,0.029,0.25,0.0,0.109,0.573,143.972,audio_features,4hEA25qUMn3camHI87UhiI,spotify:track:4hEA25qUMn3camHI87UhiI,https://api.spotify.com/v1/tracks/4hEA25qUMn3camHI87UhiI,https://api.spotify.com/v1/audio-analysis/4hEA25qUMn3camHI87UhiI,194271,4
325,0.59,0.685,6,-6.689,1,0.0308,0.247,0.0,0.0659,0.538,146.098,audio_features,0Zp0Q7p94hUim8q07dXeN1,spotify:track:0Zp0Q7p94hUim8q07dXeN1,https://api.spotify.com/v1/tracks/0Zp0Q7p94hUim8q07dXeN1,https://api.spotify.com/v1/audio-analysis/0Zp0Q7p94hUim8q07dXeN1,182466,4
326,0.455,0.721,5,-6.421,1,0.0269,0.376,2.37e-06,0.116,0.362,152.031,audio_features,47ckAjwHu73FP7DKZHyyRX,spotify:track:47ckAjwHu73FP7DKZHyyRX,https://api.spotify.com/v1/tracks/47ckAjwHu73FP7DKZHyyRX,https://api.spotify.com/v1/audio-analysis/47ckAjwHu73FP7DKZHyyRX,232895,4
327,0.57,0.67,1,-6.519,1,0.0274,0.426,0.0,0.108,0.593,140.924,audio_features,0ec7EBr0mjWO6J7TRr09bN,spotify:track:0ec7EBr0mjWO6J7TRr09bN,https://api.spotify.com/v1/tracks/0ec7EBr0mjWO6J7TRr09bN,https://api.spotify.com/v1/audio-analysis/0ec7EBr0mjWO6J7TRr09bN,178723,4
328,0.431,0.837,9,-5.067,1,0.0432,0.259,0.0,0.0879,0.648,170.041,audio_features,7lNezbnIXBbgNmFOa9dt1c,spotify:track:7lNezbnIXBbgNmFOa9dt1c,https://api.spotify.com/v1/tracks/7lNezbnIXBbgNmFOa9dt1c,https://api.spotify.com/v1/audio-analysis/7lNezbnIXBbgNmFOa9dt1c,179294,4
329,0.524,0.643,9,-6.055,1,0.0297,0.451,0.0,0.221,0.397,135.962,audio_features,5gVCfYmQRPy1QJifP8f5gg,spotify:track:5gVCfYmQRPy1QJifP8f5gg,https://api.spotify.com/v1/tracks/5gVCfYmQRPy1QJifP8f5gg,https://api.spotify.com/v1/audio-analysis/5gVCfYmQRPy1QJifP8f5gg,232059,4
330,0.582,0.568,1,-7.3,1,0.0275,0.577,0.0,0.105,0.394,121.991,audio_features,4686eQ81DEswHa90bcdlC9,spotify:track:4686eQ81DEswHa90bcdlC9,https://api.spotify.com/v1/tracks/4686eQ81DEswHa90bcdlC9,https://api.spotify.com/v1/audio-analysis/4686eQ81DEswHa90bcdlC9,207541,3
331,0.416,0.355,1,-10.736,1,0.0435,0.77,0.00244,0.0673,0.114,138.785,audio_features,74SH9FrC7nDtf8sxAaMYEI,spotify:track:74SH9FrC7nDtf8sxAaMYEI,https://api.spotify.com/v1/tracks/74SH9FrC7nDtf8sxAaMYEI,https://api.spotify.com/v1/audio-analysis/74SH9FrC7nDtf8sxAaMYEI,242133,4
332,0.659,0.923,4,-4.275,1,0.0751,0.0525,4.81e-06,0.113,0.577,123.818,audio_features,5WWFZndggRGVLsE0FXkuhs,spotify:track:5WWFZndggRGVLsE0FXkuhs,https://api.spotify.com/v1/tracks/5WWFZndggRGVLsE0FXkuhs,https://api.spotify.com/v1/audio-analysis/5WWFZndggRGVLsE0FXkuhs,183893,4
333,0.5,0.546,1,-8.1,1,0.051,0.47,0.0,0.125,0.378,88.695,audio_features,13VcKXWc0CylZ4KS70Zw3K,spotify:track:13VcKXWc0CylZ4KS70Zw3K,https://api.spotify.com/v1/tracks/13VcKXWc0CylZ4KS70Zw3K,https://api.spotify.com/v1/audio-analysis/13VcKXWc0CylZ4KS70Zw3K,177280,4
334,0.666,0.721,10,-6.347,1,0.0318,0.0354,0.0,0.122,0.342,115.039,audio_features,2Dp0QLXSfuGr5XVlLwzXLk,spotify:track:2Dp0QLXSfuGr5XVlLwzXLk,https://api.spotify.com/v1/tracks/2Dp0QLXSfuGr5XVlLwzXLk,https://api.spotify.com/v1/audio-analysis/2Dp0QLXSfuGr5XVlLwzXLk,241240,4
335,0.485,0.743,2,-4.774,1,0.0718,0.227,6.32e-06,0.112,0.46,137.08,audio_features,1BDt0Ukhwm1SoqisNaXlcH,spotify:track:1BDt0Ukhwm1SoqisNaXlcH,https://api.spotify.com/v1/tracks/1BDt0Ukhwm1SoqisNaXlcH,https://api.spotify.com/v1/audio-analysis/1BDt0Ukhwm1SoqisNaXlcH,206373,4
336,0.513,0.803,0,-4.45,1,0.0777,0.0161,0.0,0.667,0.746,156.038,audio_features,1pbjOhmFwYC09EYU5EwB5L,spotify:track:1pbjOhmFwYC09EYU5EwB5L,https://api.spotify.com/v1/tracks/1pbjOhmFwYC09EYU5EwB5L,https://api.spotify.com/v1/audio-analysis/1pbjOhmFwYC09EYU5EwB5L,190587,4
337,0.681,0.726,7,-5.1,1,0.0453,0.162,0.0,0.119,0.819,84.979,audio_features,1iyE0UwRtLUBf9OqLfFGSp,spotify:track:1iyE0UwRtLUBf9OqLfFGSp,https://api.spotify.com/v1/tracks/1iyE0UwRtLUBf9OqLfFGSp,https://api.spotify.com/v1/audio-analysis/1iyE0UwRtLUBf9OqLfFGSp,176729,4
338,0.627,0.678,2,-4.691,1,0.0294,0.185,0.0,0.374,0.724,100.032,audio_features,1b8TpvCFqmJTd2xz9xE9s1,spotify:track:1b8TpvCFqmJTd2xz9xE9s1,https://api.spotify.com/v1/tracks/1b8TpvCFqmJTd2xz9xE9s1,https://api.spotify.com/v1/audio-analysis/1b8TpvCFqmJTd2xz9xE9s1,160839,4
339,0.476,0.818,6,-4.259,0,0.0388,0.17,1.24e-05,0.13,0.626,144.131,audio_features,4IYDoMGKJ9cJNbQMgBUEGZ,spotify:track:4IYDoMGKJ9cJNbQMgBUEGZ,https://api.spotify.com/v1/tracks/4IYDoMGKJ9cJNbQMgBUEGZ,https://api.spotify.com/v1/audio-analysis/4IYDoMGKJ9cJNbQMgBUEGZ,218213,4
340,0.606,0.652,9,-6.982,1,0.0281,0.323,0.0,0.201,0.476,97.155,audio_features,5AnSllIrgGsCZzZJkVnApx,spotify:track:5AnSllIrgGsCZzZJkVnApx,https://api.spotify.com/v1/tracks/5AnSllIrgGsCZzZJkVnApx,https://api.spotify.com/v1/audio-analysis/5AnSllIrgGsCZzZJkVnApx,182493,4
341,0.5,0.755,11,-5.92,1,0.0523,0.613,0.0,0.0912,0.605,165.998,audio_features,5SIUzPiJGiWVkbMNR5Hiym,spotify:track:5SIUzPiJGiWVkbMNR5Hiym,https://api.spotify.com/v1/tracks/5SIUzPiJGiWVkbMNR5Hiym,https://api.spotify.com/v1/audio-analysis/5SIUzPiJGiWVkbMNR5Hiym,197627,4
342,0.487,0.803,0,-4.871,0,0.034,0.145,0.0,0.081,0.255,75.021,audio_features,05EmiiuuN5I7DBHVZNJs8S,spotify:track:05EmiiuuN5I7DBHVZNJs8S,https://api.spotify.com/v1/tracks/05EmiiuuN5I7DBHVZNJs8S,https://api.spotify.com/v1/audio-analysis/05EmiiuuN5I7DBHVZNJs8S,173000,4
343,0.597,0.721,9,-6.422,1,0.0356,0.0362,0.0,0.0832,0.437,132.054,audio_features,3DV49ruvI5Sl6iisPZAc2c,spotify:track:3DV49ruvI5Sl6iisPZAc2c,https://api.spotify.com/v1/tracks/3DV49ruvI5Sl6iisPZAc2c,https://api.spotify.com/v1/audio-analysis/3DV49ruvI5Sl6iisPZAc2c,149293,4
344,0.495,0.608,3,-5.014,1,0.0359,0.563,0.0,0.116,0.367,143.097,audio_features,6USJI3LMtqlbRo5KeqF5M5,spotify:track:6USJI3LMtqlbRo5KeqF5M5,https://api.spotify.com/v1/tracks/6USJI3LMtqlbRo5KeqF5M5,https://api.spotify.com/v1/audio-analysis/6USJI3LMtqlbRo5KeqF5M5,182840,3
345,0.574,0.724,5,-6.919,1,0.0316,0.496,1.86e-06,0.0864,0.666,79.971,audio_features,2pxN8Z0hMuIjLQkbUYHyhY,spotify:track:2pxN8Z0hMuIjLQkbUYHyhY,https://api.spotify.com/v1/tracks/2pxN8Z0hMuIjLQkbUYHyhY,https://api.spotify.com/v1/audio-analysis/2pxN8Z0hMuIjLQkbUYHyhY,162773,4
346,0.663,0.502,5,-7.07,1,0.0285,0.791,0.0,0.105,0.371,143.969,audio_features,3jfywRZH6cB2iLyKqo4EZd,spotify:track:3jfywRZH6cB2iLyKqo4EZd,https://api.spotify.com/v1/tracks/3jfywRZH6cB2iLyKqo4EZd,https://api.spotify.com/v1/audio-analysis/3jfywRZH6cB2iLyKqo4EZd,183087,4
347,0.66,0.706,5,-5.219,1,0.0291,0.092,0.0,0.129,0.453,114.991,audio_features,7INk3focyW89pATBgageU7,spotify:track:7INk3focyW89pATBgageU7,https://api.spotify.com/v1/tracks/7INk3focyW89pATBgageU7,https://api.spotify.com/v1/audio-analysis/7INk3focyW89pATBgageU7,169573,4
348,0.652,0.719,1,-7.251,1,0.033,0.0353,0.0,0.108,0.24,94.969,audio_features,3izNaTiYdotdPL0Bs76JqO,spotify:track:3izNaTiYdotdPL0Bs76JqO,https://api.spotify.com/v1/tracks/3izNaTiYdotdPL0Bs76JqO,https://api.spotify.com/v1/audio-analysis/3izNaTiYdotdPL0Bs76JqO,197640,4
349,0.529,0.755,1,-5.864,1,0.125,0.219,0.0,0.0986,0.524,96.859,audio_features,3Z7gf1gsEPpzBRdokLYkGy,spotify:track:3Z7gf1gsEPpzBRdokLYkGy,https://api.spotify.com/v1/tracks/3Z7gf1gsEPpzBRdokLYkGy,https://api.spotify.com/v1/audio-analysis/3Z7gf1gsEPpzBRdokLYkGy,174360,4
